time pqtype landmarkid shapes iter0 iter10
0.0	pos1	1	1	0.3117449009293668	0.3117449009293668
0.0	pos2	1	1	0.19545787061700745	0.19545787061700745
0.0	mom1	1	1	0.0	0.0
0.0	mom2	1	1	0.0	0.0
0.0	pos1	2	1	-0.11126046697815717	-0.11126046697815717
0.0	pos2	2	1	0.2437319780454559	0.2437319780454559
0.0	mom1	2	1	0.0	0.0
0.0	mom2	2	1	0.0	0.0
0.0	pos1	3	1	-0.4504844339512095	-0.4504844339512095
0.0	pos2	3	1	0.10847093477938956	0.10847093477938956
0.0	mom1	3	1	0.0	0.0
0.0	mom2	3	1	0.0	0.0
0.0	pos1	4	1	-0.4504844339512096	-0.4504844339512096
0.0	pos2	4	1	-0.1084709347793895	-0.1084709347793895
0.0	mom1	4	1	0.0	0.0
0.0	mom2	4	1	0.0	0.0
0.0	pos1	5	1	-0.1112604669781573	-0.1112604669781573
0.0	pos2	5	1	-0.2437319780454559	-0.2437319780454559
0.0	mom1	5	1	0.0	0.0
0.0	mom2	5	1	0.0	0.0
0.0	pos1	6	1	0.3117449009293667	0.3117449009293667
0.0	pos2	6	1	-0.19545787061700748	-0.19545787061700748
0.0	mom1	6	1	0.0	0.0
0.0	mom2	6	1	0.0	0.0
0.0	pos1	7	1	0.5	0.5
0.0	pos2	7	1	-6.123233995736766e-17	-6.123233995736766e-17
0.0	mom1	7	1	0.0	0.0
0.0	mom2	7	1	0.0	0.0
0.0199	pos1	1	1	0.3117449009293668	0.3117449009293668
0.0199	pos2	1	1	0.19545787061700745	0.19545787061700745
0.0199	mom1	1	1	0.07383209290855078	0.08893437610558048
0.0199	mom2	1	1	-0.15350166899815887	-0.15726050716352935
0.0199	pos1	2	1	-0.11126046697815717	-0.11126046697815717
0.0199	pos2	2	1	0.2437319780454559	0.2437319780454559
0.0199	mom1	2	1	0.05661297285213305	0.04875994775674579
0.0199	mom2	2	1	-0.18323498002085584	-0.1730566540467999
0.0199	pos1	3	1	-0.4504844339512095	-0.4504844339512095
0.0199	pos2	3	1	0.10847093477938956	0.10847093477938956
0.0199	mom1	3	1	0.0562105613516685	0.060895661691041596
0.0199	mom2	3	1	-0.1813494948269032	-0.17259595800572086
0.0199	pos1	4	1	-0.4504844339512096	-0.4504844339512096
0.0199	pos2	4	1	-0.1084709347793895	-0.1084709347793895
0.0199	mom1	4	1	0.08669846119439742	0.08236240148386553
0.0199	mom2	4	1	-0.20225141466524224	-0.186946075559433
0.0199	pos1	5	1	-0.1112604669781573	-0.1112604669781573
0.0199	pos2	5	1	-0.2437319780454559	-0.2437319780454559
0.0199	mom1	5	1	0.08562498571912662	0.07818456483816605
0.0199	mom2	5	1	-0.16770778850421197	-0.1711019740150694
0.0199	pos1	6	1	0.3117449009293667	0.3117449009293667
0.0199	pos2	6	1	-0.19545787061700748	-0.19545787061700748
0.0199	mom1	6	1	0.08253510434991257	0.10161721334879702
0.0199	mom2	6	1	-0.12510326360707988	-0.11626345287722942
0.0199	pos1	7	1	0.5	0.5
0.0199	pos2	7	1	-6.123233995736766e-17	-6.123233995736766e-17
0.0199	mom1	7	1	0.08894816391437875	0.07164392690909298
0.0199	mom2	7	1	-0.0903091220869286	-0.09039176312222408
0.0396	pos1	1	1	0.3122114649835523	0.31222595557217986
0.0396	pos2	1	1	0.1946035498853361	0.19461639221962834
0.0396	mom1	1	1	0.13441768138132518	0.1461698898672194
0.0396	mom2	1	1	-0.26951152845544846	-0.2898516412624396
0.0396	pos1	2	1	-0.11083048192794662	-0.11083296104936481
0.0396	pos2	2	1	0.24267742605398265	0.24271607453964655
0.0396	mom1	2	1	0.10790717766817301	0.08283158203311922
0.0396	mom2	2	1	-0.3672120181697077	-0.3406828707044799
0.0396	pos1	3	1	-0.45008240613888995	-0.4500903869165875
0.0396	pos2	3	1	0.10741560850978252	0.10746700022746157
0.0396	mom1	3	1	0.13340857487060087	0.14093434428204496
0.0396	mom2	3	1	-0.370954562102475	-0.3647600427506027
0.0396	pos1	4	1	-0.45005949365530395	-0.45007029705447116
0.0396	pos2	4	1	-0.10952596577651902	-0.10947710780339355
0.0396	mom1	4	1	0.17300716903928354	0.17588070525551364
0.0396	mom2	4	1	-0.3827830062566179	-0.3546733695340596
0.0396	pos1	5	1	-0.11077768332724283	-0.11078127228870305
0.0396	pos2	5	1	-0.24476125828459797	-0.2447304627648508
0.0396	mom1	5	1	0.15711849958339247	0.16284367459074173
0.0396	mom2	5	1	-0.3562354005022801	-0.3503228469570002
0.0396	pos1	6	1	0.31223580898057	0.31225377274690064
0.0396	pos2	6	1	-0.19627886459203733	-0.19626081844781088
