time pqtype landmarkid shapes iter0
0.0	pos1	1	1	1.8793852415718169
0.0	pos2	1	1	0.3420201433256687
0.0	mom1	1	1	0.0
0.0	mom2	1	1	0.0
0.0	pos1	2	1	1.532088886237956
0.0	pos2	2	1	0.6427876096865393
0.0	mom1	2	1	0.0
0.0	mom2	2	1	0.0
0.0	pos1	3	1	1.0000000000000002
0.0	pos2	3	1	0.8660254037844386
0.0	mom1	3	1	0.0
0.0	mom2	3	1	0.0
0.0	pos1	4	1	0.34729635533386083
0.0	pos2	4	1	0.984807753012208
0.0	mom1	4	1	0.0
0.0	mom2	4	1	0.0
0.0	pos1	5	1	-0.3472963553338606
0.0	pos2	5	1	0.984807753012208
0.0	mom1	5	1	0.0
0.0	mom2	5	1	0.0
0.0	pos1	6	1	-0.9999999999999996
0.0	pos2	6	1	0.8660254037844387
0.0	mom1	6	1	0.0
0.0	mom2	6	1	0.0
0.0	pos1	7	1	-1.5320888862379558
0.0	pos2	7	1	0.6427876096865395
0.0	mom1	7	1	0.0
0.0	mom2	7	1	0.0
0.0	pos1	8	1	-1.8793852415718166
0.0	pos2	8	1	0.3420201433256689
0.0	mom1	8	1	0.0
0.0	mom2	8	1	0.0
0.0	pos1	9	1	-2.0
0.0	pos2	9	1	1.2246467991473532e-16
0.0	mom1	9	1	0.0
0.0	mom2	9	1	0.0
0.0	pos1	10	1	-1.8793852415718169
0.0	pos2	10	1	-0.34202014332566866
0.0	mom1	10	1	0.0
0.0	mom2	10	1	0.0
0.0	pos1	11	1	-1.5320888862379562
0.0	pos2	11	1	-0.6427876096865393
0.0	mom1	11	1	0.0
0.0	mom2	11	1	0.0
0.0	pos1	12	1	-1.0000000000000009
0.0	pos2	12	1	-0.8660254037844385
0.0	mom1	12	1	0.0
0.0	mom2	12	1	0.0
0.0	pos1	13	1	-0.34729635533386066
0.0	pos2	13	1	-0.984807753012208
0.0	mom1	13	1	0.0
0.0	mom2	13	1	0.0
0.0	pos1	14	1	0.34729635533385994
0.0	pos2	14	1	-0.9848077530122081
0.0	mom1	14	1	0.0
0.0	mom2	14	1	0.0
0.0	pos1	15	1	1.0000000000000002
0.0	pos2	15	1	-0.8660254037844386
0.0	mom1	15	1	0.0
0.0	mom2	15	1	0.0
0.0	pos1	16	1	1.5320888862379556
0.0	pos2	16	1	-0.6427876096865396
0.0	mom1	16	1	0.0
0.0	mom2	16	1	0.0
