a;c;gamma;iterate
0.32296497012906744;0.2;2.0;0
0.28164419465776486;0.17553780480545622;2.6756782210406564;1
0.21667198994055809;0.20130558265475668;2.9609231057047474;2
0.21667198994055809;0.20130558265475668;2.9609231057047474;3
0.21667198994055809;0.20130558265475668;2.9609231057047474;4
0.21667198994055809;0.20130558265475668;2.9609231057047474;5
0.22780323023499502;0.31452133809234567;3.023626581765817;6
0.22780323023499502;0.31452133809234567;3.023626581765817;7
0.22780323023499502;0.31452133809234567;3.023626581765817;8
0.22780323023499502;0.31452133809234567;3.023626581765817;9
0.22780323023499502;0.31452133809234567;3.023626581765817;10
0.22780323023499502;0.31452133809234567;3.023626581765817;11
0.2642334496646095;0.3809405841665868;2.214468812134801;12
0.2642334496646095;0.3809405841665868;2.214468812134801;13
0.2642334496646095;0.3809405841665868;2.214468812134801;14
0.2642334496646095;0.3809405841665868;2.214468812134801;15
0.2626636422933597;0.3590425729893735;2.4763997707369363;16
0.2626636422933597;0.3590425729893735;2.4763997707369363;17
0.2626636422933597;0.3590425729893735;2.4763997707369363;18
0.2626636422933597;0.3590425729893735;2.4763997707369363;19
0.2896032990905101;0.39658511946230357;2.0139720977183413;20
0.2896032990905101;0.39658511946230357;2.0139720977183413;21
0.2896032990905101;0.39658511946230357;2.0139720977183413;22
0.2896032990905101;0.39658511946230357;2.0139720977183413;23
0.2896032990905101;0.39658511946230357;2.0139720977183413;24
0.2896032990905101;0.39658511946230357;2.0139720977183413;25
0.2896032990905101;0.39658511946230357;2.0139720977183413;26
0.2896032990905101;0.39658511946230357;2.0139720977183413;27
0.2896032990905101;0.39658511946230357;2.0139720977183413;28
0.2896032990905101;0.39658511946230357;2.0139720977183413;29
0.2896032990905101;0.39658511946230357;2.0139720977183413;30
0.2896032990905101;0.39658511946230357;2.0139720977183413;31
0.2896032990905101;0.39658511946230357;2.0139720977183413;32
0.2896032990905101;0.39658511946230357;2.0139720977183413;33
0.2896032990905101;0.39658511946230357;2.0139720977183413;34
0.2896032990905101;0.39658511946230357;2.0139720977183413;35
0.2896032990905101;0.39658511946230357;2.0139720977183413;36
0.2896032990905101;0.39658511946230357;2.0139720977183413;37
0.2896032990905101;0.39658511946230357;2.0139720977183413;38
0.2896032990905101;0.39658511946230357;2.0139720977183413;39
0.2955309015333259;0.46589106725841845;1.7117753654557342;40
0.2955309015333259;0.46589106725841845;1.7117753654557342;41
0.2955309015333259;0.46589106725841845;1.7117753654557342;42
0.2955309015333259;0.46589106725841845;1.7117753654557342;43
0.30489011990983567;0.4554659686693677;1.9762920115801303;44
0.30489011990983567;0.4554659686693677;1.9762920115801303;45
0.30489011990983567;0.4554659686693677;1.9762920115801303;46
0.30489011990983567;0.4554659686693677;1.9762920115801303;47
0.30489011990983567;0.4554659686693677;1.9762920115801303;48
0.30489011990983567;0.4554659686693677;1.9762920115801303;49
