time pqtype landmarkid shapes iter0 iter10 iter20 iter30 iter40 iter50
0.0	pos1	1	1	-0.8185014665785937	-0.8185014665785937	-0.8185014665785937	-0.8185014665785937	-0.8185014665785937	-0.8185014665785937
0.0	pos2	1	1	-0.2872522189682315	-0.2872522189682315	-0.2872522189682315	-0.2872522189682315	-0.2872522189682315	-0.2872522189682315
0.0	mom1	1	1	0.0	-0.0368023234518485	-0.0368023234518485	-0.024652727305662467	-0.024652727305662467	-0.05001655649049908
0.0	mom2	1	1	0.0	-0.027707732611760683	-0.027707732611760683	0.0007962045343483	0.0007962045343483	-0.030335517654874435
0.0	pos1	2	1	-0.9009688679024191	-0.9009688679024191	-0.9009688679024191	-0.9009688679024191	-0.9009688679024191	-0.9009688679024191
0.0	pos2	2	1	-0.216941869558779	-0.216941869558779	-0.216941869558779	-0.216941869558779	-0.216941869558779	-0.216941869558779
0.0	mom1	2	1	0.0	0.01942441572093906	0.01942441572093906	0.017737219679291465	0.017737219679291465	0.04507336889804798
0.0	mom2	2	1	0.0	-0.008098307309193923	-0.008098307309193923	-0.029715064232324274	-0.029715064232324274	-0.0023038617835808746
0.0	pos1	3	1	-0.9594929736144975	-0.9594929736144975	-0.9594929736144975	-0.9594929736144975	-0.9594929736144975	-0.9594929736144975
0.0	pos2	3	1	-0.1408662784207147	-0.1408662784207147	-0.1408662784207147	-0.1408662784207147	-0.1408662784207147	-0.1408662784207147
0.0	mom1	3	1	0.0	0.007762734907659993	0.007762734907659993	0.015565541279070188	0.015565541279070188	0.028349675944460036
0.0	mom2	3	1	0.0	0.021596432729732197	0.021596432729732197	-0.012283188596483377	-0.012283188596483377	-0.009064094608720184
0.0	pos1	4	1	-0.9925185024910278	-0.9925185024910278	-0.9925185024910278	-0.9925185024910278	-0.9925185024910278	-0.9925185024910278
0.0	pos2	4	1	-0.06104715843707971	-0.06104715843707971	-0.06104715843707971	-0.06104715843707971	-0.06104715843707971	-0.06104715843707971
0.0	mom1	4	1	0.0	-0.003210666390599294	-0.003210666390599294	0.027803220444929447	0.027803220444929447	-0.01573025889359786
