a;gamma;iterate
0.4245046780878235;0.09999999999999999;0
0.4208619115172788;0.09999999999999999;1
0.41744337630752726;0.09999999999999999;2
0.41744337630752726;0.09999999999999999;3
0.39840869236600873;0.09999999999999999;4
0.39840869236600873;0.09999999999999999;5
0.39840869236600873;0.09999999999999999;6
0.40735864601892413;0.09999999999999999;7
0.40735864601892413;0.09999999999999999;8
0.42764194351683116;0.09999999999999999;9
0.42764194351683116;0.09999999999999999;10
0.42764194351683116;0.09999999999999999;11
0.43925616296815445;0.09999999999999999;12
0.43925616296815445;0.09999999999999999;13
0.465473522101885;0.09999999999999999;14
0.4575353184964697;0.09999999999999999;15
0.4092602305734328;0.09999999999999999;16
0.4092602305734328;0.09999999999999999;17
0.39937019325642764;0.09999999999999999;18
0.4065230830618796;0.09999999999999999;19
0.4065230830618796;0.09999999999999999;20
0.37475689213323754;0.09999999999999999;21
0.37475689213323754;0.09999999999999999;22
0.37475689213323754;0.09999999999999999;23
0.37475689213323754;0.09999999999999999;24
0.37475689213323754;0.09999999999999999;25
0.37475689213323754;0.09999999999999999;26
0.37475689213323754;0.09999999999999999;27
0.38159325605130034;0.09999999999999999;28
0.38159325605130034;0.09999999999999999;29
0.38159325605130034;0.09999999999999999;30
0.38159325605130034;0.09999999999999999;31
0.3854890378971505;0.09999999999999999;32
0.3854890378971505;0.09999999999999999;33
0.3854890378971505;0.09999999999999999;34
0.3576751055889289;0.09999999999999999;35
0.36003541117135224;0.09999999999999999;36
0.36003541117135224;0.09999999999999999;37
0.3851874584628411;0.09999999999999999;38
0.3851874584628411;0.09999999999999999;39
0.3851874584628411;0.09999999999999999;40
0.3851874584628411;0.09999999999999999;41
0.3920578114457696;0.09999999999999999;42
0.38311220277507607;0.09999999999999999;43
0.38311220277507607;0.09999999999999999;44
0.38311220277507607;0.09999999999999999;45
0.38311220277507607;0.09999999999999999;46
0.38014247654128647;0.09999999999999999;47
0.3944812537242083;0.09999999999999999;48
0.399326422201445;0.09999999999999999;49
0.4186555967005996;0.09999999999999999;50
0.4186555967005996;0.09999999999999999;51
0.4186555967005996;0.09999999999999999;52
0.4186555967005996;0.09999999999999999;53
0.4186555967005996;0.09999999999999999;54
0.41101222923584885;0.09999999999999999;55
0.43193917377205354;0.09999999999999999;56
0.41145255193258495;0.09999999999999999;57
0.39737158427425323;0.09999999999999999;58
0.39737158427425323;0.09999999999999999;59
0.3949776554808527;0.09999999999999999;60
0.3949776554808527;0.09999999999999999;61
0.3949776554808527;0.09999999999999999;62
0.3949776554808527;0.09999999999999999;63
0.3889011681996918;0.09999999999999999;64
0.3889011681996918;0.09999999999999999;65
0.3889011681996918;0.09999999999999999;66
0.3889011681996918;0.09999999999999999;67
0.3966417862252264;0.09999999999999999;68
0.3966417862252264;0.09999999999999999;69
0.3966417862252264;0.09999999999999999;70
0.3966417862252264;0.09999999999999999;71
0.39979203932988855;0.09999999999999999;72
0.39979203932988855;0.09999999999999999;73
0.3697202968455129;0.09999999999999999;74
0.3697202968455129;0.09999999999999999;75
0.37283003171947565;0.09999999999999999;76
0.37283003171947565;0.09999999999999999;77
0.37283003171947565;0.09999999999999999;78
0.37283003171947565;0.09999999999999999;79
0.3721549637771336;0.09999999999999999;80
0.3519142384789003;0.09999999999999999;81
0.3348782121086202;0.09999999999999999;82
0.3348782121086202;0.09999999999999999;83
0.31026845514104257;0.09999999999999999;84
0.3106187976445824;0.09999999999999999;85
0.3106187976445824;0.09999999999999999;86
0.31837557156654417;0.09999999999999999;87
0.31837557156654417;0.09999999999999999;88
0.3192153917765121;0.09999999999999999;89
0.3192153917765121;0.09999999999999999;90
0.3192153917765121;0.09999999999999999;91
0.3131134167106705;0.09999999999999999;92
0.31491649989899406;0.09999999999999999;93
0.31491649989899406;0.09999999999999999;94
0.31491649989899406;0.09999999999999999;95
0.31491649989899406;0.09999999999999999;96
0.31491649989899406;0.09999999999999999;97
0.31491649989899406;0.09999999999999999;98
0.31491649989899406;0.09999999999999999;99
0.31491649989899406;0.09999999999999999;100
0.31491649989899406;0.09999999999999999;101
0.3247815988846806;0.09999999999999999;102
0.3247815988846806;0.09999999999999999;103
0.31234074968904774;0.09999999999999999;104
0.31234074968904774;0.09999999999999999;105
0.3292271893382355;0.09999999999999999;106
0.3292271893382355;0.09999999999999999;107
0.34160823047402317;0.09999999999999999;108
0.35615487846221205;0.09999999999999999;109
0.35615487846221205;0.09999999999999999;110
0.35615487846221205;0.09999999999999999;111
0.34910909593451983;0.09999999999999999;112
0.3484587203050284;0.09999999999999999;113
0.3484587203050284;0.09999999999999999;114
0.3484587203050284;0.09999999999999999;115
0.3484587203050284;0.09999999999999999;116
0.3484587203050284;0.09999999999999999;117
0.33537220873547985;0.09999999999999999;118
0.3799417038258168;0.09999999999999999;119
0.3948802337258545;0.09999999999999999;120
0.3948802337258545;0.09999999999999999;121
0.41361578573559427;0.09999999999999999;122
0.41361578573559427;0.09999999999999999;123
0.41361578573559427;0.09999999999999999;124
0.41361578573559427;0.09999999999999999;125
0.42577848818228076;0.09999999999999999;126
0.42191351774425384;0.09999999999999999;127
0.42191351774425384;0.09999999999999999;128
0.4478902856952609;0.09999999999999999;129
0.4300799759976767;0.09999999999999999;130
