pos;shape;value;landmark
pos1;1;-0.013095651515151685;1
pos2;1;-0.06487498484848486;1
pos1;1;0.04689734848484828;2
pos2;1;-0.04169898484848489;2
pos1;1;0.045190348484848375;3
pos2;1;0.028304015151515094;3
pos1;1;-0.009227651515151647;4
pos2;1;0.06843901515151513;4
pos1;1;-0.06428465151515167;5
pos2;1;0.033213015151515146;5
pos1;1;-0.03753765151515165;6
pos2;1;-0.0626159848484849;6
pos1;1;0.03676234848484827;7
pos2;1;-0.09892798484848486;7
pos1;1;0.09551134848484832;8
pos2;1;-0.009422984848484861;8
pos1;1;0.043142348484848325;9
pos2;1;0.08431601515151516;9
pos1;1;-0.036906651515151656;10
pos2;1;0.09811601515151508;10
pos1;1;-0.10466165151515167;11
pos2;1;-0.004267984848484896;11
pos1;2;-0.011750378787878879;1
pos2;2;-0.07722956060606068;1
pos1;2;0.06408662121212116;2
pos2;2;-0.056969560606060676;2
pos1;2;0.055008621212121134;3
pos2;2;0.028869439393939322;3
pos1;2;-0.00912537878787889;4
pos2;2;0.08369643939393934;4
pos1;2;-0.08062737878787885;5
pos2;2;0.03660843939393932;5
pos1;2;-0.03620237878787885;6
pos2;2;-0.062305560606060684;6
pos1;2;0.05027862121212112;7
pos2;2;-0.10617656060606068;7
pos1;2;0.10426962121212113;8
pos2;2;-0.008409560606060684;8
pos1;2;0.049720621212121174;9
pos2;2;0.0919304393939393;9
pos1;2;-0.06851637878787886;10
pos2;2;0.10456643939393928;10
pos1;2;-0.12495537878787888;11
pos2;2;-0.004047560606060652;11
pos1;3;-0.004258348484848629;1
pos2;3;-0.07144490909090923;1
pos1;3;0.04557865151515139;2
pos2;3;-0.03450790909090923;2
pos1;3;0.06341565151515138;3
pos2;3;0.018060090909090776;3
pos1;3;-0.0019113484848486406;4
pos2;3;0.06502609090909078;4
pos1;3;-0.06430834848484857;5
pos2;3;0.047273090909090765;5
pos1;3;-0.046398348484848584;6
pos2;3;-0.05298590909090922;6
pos1;3;0.0377876515151514;7
pos2;3;-0.09268790909090924;7
pos1;3;0.08926265151515145;8
pos2;3;-0.00867990909090921;8
pos1;3;0.03884765151515146;9
pos2;3;0.07498109090909072;9
pos1;3;-0.035179348484848605;10
pos2;3;0.09097209090909081;10
pos1;3;-0.11233934848484861;11
pos2;3;-0.005541909090909236;11
pos1;4;-0.005736181818182029;1
pos2;4;-0.08599775757575767;1
pos1;4;0.06618381818181801;2
pos2;4;-0.04177475757575766;2
pos1;4;0.06804281818181795;3
pos2;4;0.03371524242424234;3
pos1;4;-0.006444181818182071;4
pos2;4;0.08022124242424233;4
pos1;4;-0.08065318181818204;5
pos2;4;0.03571824242424232;5
pos1;4;-0.024357181818182028;6
pos2;4;-0.07747075757575766;6
pos1;4;0.04167181818181798;7
pos2;4;-0.09775275757575769;7
pos1;4;0.09465281818181798;8
pos2;4;-0.00644575757575766;8
pos1;4;0.04681481818181793;9
pos2;4;0.08655524242424234;9
pos1;4;-0.07322318181818205;10
pos2;4;0.08566524242424234;10
pos1;4;-0.11138718181818202;11
pos2;4;-0.0032467575757576528;11
pos1;5;-0.008125106060606235;1
pos2;5;-0.06634249999999992;1
pos1;5;0.06583389393939376;2
pos2;5;-0.039005499999999915;2
pos1;5;0.05752589393939378;3
pos2;5;0.03232750000000012;3
pos1;5;-0.00822710606060617;4
pos2;5;0.07343850000000013;4
pos1;5;-0.0748631060606062;5
pos2;5;0.03255150000000012;5
pos1;5;-0.03238810606060616;6
pos2;5;-0.05332449999999994;6
pos1;5;0.047820893939393816;7
pos2;5;-0.1073754999999999;7
pos1;5;0.10603889393939381;8
pos2;5;-0.00611249999999991;8
pos1;5;0.0449208939393938;9
pos2;5;0.09095850000000011;9
pos1;5;-0.07916910606060623;10
pos2;5;0.08960250000000008;10
pos1;5;-0.1128291060606062;11
pos2;5;-0.003988499999999895;11
pos1;6;-0.003805378787878677;1
pos2;6;-0.08076822727272714;1
pos1;6;0.06284362121212139;2
pos2;6;-0.042652227272727106;2
pos1;6;0.06650362121212139;3
pos2;6;0.032297772727272855;3
pos1;6;-0.008235378787878611;4
pos2;6;0.0772747727272729;4
pos1;6;-0.0756113787878786;5
pos2;6;0.027525772727272857;5
pos1;6;-0.060843378787878655;6
pos2;6;-0.06293822727272713;6
pos1;6;0.04996262121212136;7
pos2;6;-0.09148322727272712;7
pos1;6;0.10067462121212134;8
pos2;6;-0.006498227272727142;8
pos1;6;0.049304621212121424;9
pos2;6;0.08415577272727287;9
pos1;6;-0.07723037878787864;10
pos2;6;0.0787437727272729;10
pos1;6;-0.10453737878787861;11
pos2;6;-0.003162227272727136;11
pos1;7;-0.009234742424242381;1
pos2;7;-0.07632960606060613;1
pos1;7;0.0645962575757576;2
pos2;7;-0.04690060606060614;2
pos1;7;0.05526025757575759;3
pos2;7;0.032196393939393886;3
pos1;7;-0.0025327424242423957;4
pos2;7;0.07319739393939384;4
pos1;7;-0.07067074242424243;5
pos2;7;0.031244393939393822;5
pos1;7;-0.048414742424242374;6
pos2;7;-0.052091606060606144;6
pos1;7;0.03838125757575761;7
pos2;7;-0.08996960606060617;7
pos1;7;0.09743225757575757;8
pos2;7;-0.009780606060606156;8
pos1;7;0.04487025757575758;9
pos2;7;0.08345939393939383;9
pos1;7;-0.05776574242424243;10
pos2;7;0.0824113939393939;10
pos1;7;-0.10757474242424242;11
pos2;7;-0.011722606060606156;11
pos1;8;-0.004482530303030363;1
pos2;8;-0.07228087878787876;1
pos1;8;0.05672346969696973;2
pos2;8;-0.034241878787878766;2
pos1;8;0.053114469696969646;3
pos2;8;0.035666121212121205;3
pos1;8;-0.009277530303030357;4
pos2;8;0.07319112121212124;4
pos1;8;-0.07115453030303032;5
pos2;8;0.03052712121212131;5
pos1;8;-0.03505953030303033;6
pos2;8;-0.06868287878787876;6
pos1;8;0.0433174696969697;7
pos2;8;-0.09843287878787876;7
pos1;8;0.10231646969696973;8
pos2;8;-0.0063428787878787585;8
pos1;8;0.043209469696969705;9
pos2;8;0.09094112121212128;9
pos1;8;-0.07561453030303034;10
pos2;8;0.08582712121212122;10
pos1;8;-0.10692053030303034;11
pos2;8;-0.005114878787878752;11
pos1;9;-0.008926106060606065;1
pos2;9;-0.0713540909090909;1
pos1;9;0.04529989393939399;2
pos2;9;-0.03823109090909094;2
pos1;9;0.04368189393939398;3
pos2;9;0.02565390909090909;3
pos1;9;-0.007464106060606046;4
pos2;9;0.06728790909090909;4
pos1;9;-0.05134310606060605;5
pos2;9;0.03885390909090908;5
pos1;9;-0.039695106060606056;6
pos2;9;-0.05947309090909092;6
pos1;9;0.03216889393939398;7
pos2;9;-0.08738709090909091;7
pos1;9;0.08347989393939398;8
pos2;9;-0.009949090909090907;8
pos1;9;0.047579893939393936;9
pos2;9;0.07779390909090905;9
pos1;9;-0.050907106060606055;10
pos2;9;0.08136890909090905;10
pos1;9;-0.09668410606060601;11
pos2;9;-0.007432090909090916;11
pos1;10;-0.0097430151515151;1
pos2;10;-0.06883509090909082;1
pos1;10;0.053600984848484856;2
pos2;10;-0.041377090909090836;2
pos1;10;0.05476498484848491;3
pos2;10;0.03114690909090917;3
pos1;10;-0.007270015151515097;4
pos2;10;0.0728279090909092;4
pos1;10;-0.07771301515151513;5
pos2;10;0.025500909090909185;5
pos1;10;-0.0328310151515151;6
pos2;10;-0.06295809090909082;6
pos1;10;0.04191098484848488;7
pos2;10;-0.09427309090909083;7
pos1;10;0.0990529848484849;8
pos2;10;-0.0038860909090908113;8
pos1;10;0.0479809848484849;9
pos2;10;0.08826090909090917;9
pos1;10;-0.061969015151515094;10
pos2;10;0.08250990909090916;10
pos1;10;-0.10683201515151514;11
pos2;10;0.0015819090909091615;11
pos1;11;-0.007452606060606104;1
pos2;11;-0.07280743939393947;1
pos1;11;0.049995393939393895;2
pos2;11;-0.0376204393939395;2
pos1;11;0.04740939393939392;3
pos2;11;0.027999560606060514;3
pos1;11;-0.0034676060606060877;4
pos2;11;0.05539456060606052;4
pos1;11;-0.06068760606060608;5
pos2;11;0.037725560606060526;5
pos1;11;-0.0459976060606061;6
pos2;11;-0.0696774393939395;6
pos1;11;0.036795393939393906;7
pos2;11;-0.08534043939393948;7
pos1;11;0.08668739393939395;8
pos2;11;-0.005511439393939499;8
pos1;11;0.041753393939393924;9
pos2;11;0.07590956060606052;9
pos1;11;-0.046298606060606096;10
pos2;11;0.08811956060606052;10
pos1;11;-0.10748260606060611;11
pos2;11;-0.004603439393939479;11
pos1;12;-0.0007787878787878233;1
pos2;12;-0.07605219696969712;1
pos1;12;0.0596062121212122;2
pos2;12;-0.0425371969696971;2
pos1;12;0.0576062121212122;3
pos2;12;0.029897803030302927;3
pos1;12;-0.003558787878787828;4
pos2;12;0.07985380303030293;4
pos1;12;-0.07797378787878784;5
pos2;12;0.031698803030302924;5
pos1;12;-0.03869578787878786;6
pos2;12;-0.06644319696969708;6
pos1;12;0.044022212121212156;7
pos2;12;-0.0952941969696971;7
pos1;12;0.09485021212121214;8
pos2;12;-0.008601196969697078;8
pos1;12;0.04408821212121217;9
pos2;12;0.08900480303030289;9
pos1;12;-0.06810378787878785;10
pos2;12;0.0892848030303029;10
pos1;12;-0.10436878787878784;11
pos2;12;-0.005442196969697111;11
pos1;13;-0.010931515151515359;1
pos2;13;-0.08546128787878782;1
pos1;13;0.06480748484848464;2
pos2;13;-0.045493287878787814;2
pos1;13;0.062043484848484654;3
pos2;13;0.03255471212121214;3
pos1;13;-0.004752515151515424;4
pos2;13;0.08441271212121215;4
pos1;13;-0.07867251515151535;5
pos2;13;0.030045712121212154;5
pos1;13;-0.036694515151515394;6
pos2;13;-0.07630628787878785;6
pos1;13;0.043076484848484586;7
pos2;13;-0.10295228787878785;7
pos1;13;0.10065748484848458;8
pos2;13;-0.004469287878787864;8
pos1;13;0.046946484848484626;9
pos2;13;0.09166771212121216;9
pos1;13;-0.06425051515151536;10
pos2;13;0.09336071212121216;10
pos1;13;-0.1180725151515154;11
pos2;13;-0.0037672878787878283;11
pos1;14;-0.0008365757575758415;1
pos2;14;-0.0701290303030302;1
pos1;14;0.058839424242424165;2
pos2;14;-0.03786903030303018;2
pos1;14;0.06146142424242418;3
pos2;14;0.02795296969696981;3
pos1;14;-0.0008225757575758275;4
pos2;14;0.07019596969696978;4
pos1;14;-0.06565257575757583;5
pos2;14;0.03917496969696982;5
pos1;14;-0.041507575757575854;6
pos2;14;-0.06019803030303017;6
pos1;14;0.037413424242424165;7
pos2;14;-0.09200203030303017;7
pos1;14;0.09630142424242416;8
pos2;14;-0.007085030303030204;8
pos1;14;0.044609424242424145;9
pos2;14;0.08280496969696982;9
pos1;14;-0.06173857575757585;10
pos2;14;0.07949296969696978;10
pos1;14;-0.11289757575757581;11
pos2;14;-0.004253030303030203;11
