kernel;acc;iter
mala_mom;0;100
mala_mom;0;101
mala_mom;0;102
mala_mom;0;103
mala_mom;0;104
mala_mom;1;105
mala_mom;0;106
mala_mom;0;107
mala_mom;0;108
mala_mom;0;109
mala_mom;0;110
mala_mom;0;111
mala_mom;0;112
mala_mom;0;113
mala_mom;0;114
mala_mom;1;115
mala_mom;0;116
mala_mom;0;117
mala_mom;1;118
mala_mom;0;119
mala_mom;0;120
mala_mom;1;121
mala_mom;0;122
mala_mom;0;123
mala_mom;1;124
mala_mom;1;125
mala_mom;0;126
mala_mom;0;127
mala_mom;0;128
mala_mom;0;129
mala_mom;0;130
mala_mom;0;131
mala_mom;1;132
mala_mom;1;133
mala_mom;0;134
mala_mom;0;135
mala_mom;1;136
mala_mom;0;137
mala_mom;0;138
mala_mom;1;139
mala_mom;0;140
mala_mom;1;141
mala_mom;0;142
mala_mom;0;143
mala_mom;0;144
mala_mom;0;145
mala_mom;1;146
mala_mom;1;147
mala_mom;0;148
mala_mom;0;149
mala_mom;0;150
mala_mom;0;151
mala_mom;0;152
mala_mom;1;153
mala_mom;1;154
mala_mom;0;155
mala_mom;0;156
mala_mom;0;157
mala_mom;1;158
mala_mom;0;159
mala_mom;1;160
mala_mom;0;161
mala_mom;0;162
mala_mom;1;163
mala_mom;0;164
mala_mom;1;165
mala_mom;0;166
mala_mom;1;167
mala_mom;0;168
mala_mom;0;169
mala_mom;0;170
mala_mom;0;171
mala_mom;0;172
mala_mom;1;173
mala_mom;1;174
mala_mom;0;175
mala_mom;0;176
mala_mom;1;177
mala_mom;0;178
mala_mom;1;179
mala_mom;1;180
mala_mom;1;181
mala_mom;0;182
mala_mom;0;183
mala_mom;1;184
mala_mom;1;185
mala_mom;0;186
mala_mom;0;187
mala_mom;0;188
mala_mom;0;189
mala_mom;1;190
mala_mom;1;191
mala_mom;0;192
mala_mom;1;193
mala_mom;1;194
mala_mom;0;195
mala_mom;1;196
mala_mom;1;197
mala_mom;0;198
mala_mom;0;199
mala_mom;1;200
pCN;0;1
pCN;1;2
pCN;1;3
pCN;0;4
pCN;0;5
pCN;0;6
pCN;0;7
pCN;0;8
pCN;0;9
pCN;0;10
pCN;1;11
pCN;0;12
pCN;0;13
pCN;0;14
pCN;0;15
pCN;1;16
pCN;0;17
pCN;0;18
pCN;1;19
pCN;0;20
pCN;0;21
pCN;1;22
pCN;1;23
pCN;1;24
pCN;1;25
pCN;1;26
pCN;1;27
pCN;0;28
pCN;0;29
pCN;1;30
pCN;0;31
pCN;0;32
pCN;1;33
pCN;0;34
pCN;0;35
pCN;1;36
pCN;0;37
pCN;0;38
pCN;1;39
pCN;0;40
pCN;0;41
pCN;0;42
pCN;0;43
pCN;0;44
pCN;0;45
pCN;1;46
pCN;1;47
pCN;1;48
pCN;1;49
pCN;1;50
pCN;0;51
pCN;0;52
pCN;1;53
pCN;1;54
pCN;0;55
pCN;0;56
pCN;0;57
pCN;0;58
pCN;1;59
pCN;1;60
pCN;0;61
pCN;0;62
pCN;0;63
pCN;1;64
pCN;1;65
pCN;0;66
pCN;1;67
pCN;1;68
pCN;1;69
pCN;1;70
pCN;0;71
pCN;1;72
pCN;1;73
pCN;1;74
pCN;0;75
pCN;1;76
pCN;0;77
pCN;1;78
pCN;1;79
pCN;1;80
pCN;0;81
pCN;0;82
pCN;0;83
pCN;0;84
pCN;0;85
pCN;0;86
pCN;1;87
pCN;1;88
pCN;0;89
pCN;0;90
pCN;1;91
pCN;0;92
pCN;1;93
pCN;1;94
pCN;0;95
pCN;0;96
pCN;0;97
pCN;1;98
pCN;1;99
pCN;0;100
pCN;0;101
pCN;0;102
pCN;1;103
pCN;1;104
pCN;1;105
pCN;1;106
pCN;0;107
pCN;0;108
pCN;0;109
pCN;0;110
pCN;0;111
pCN;0;112
pCN;1;113
pCN;1;114
pCN;1;115
pCN;0;116
pCN;0;117
pCN;1;118
pCN;0;119
pCN;0;120
pCN;0;121
pCN;1;122
pCN;0;123
pCN;0;124
pCN;1;125
pCN;0;126
pCN;0;127
pCN;1;128
pCN;0;129
pCN;0;130
pCN;0;131
pCN;0;132
pCN;0;133
pCN;0;134
pCN;0;135
pCN;0;136
pCN;0;137
pCN;0;138
pCN;0;139
pCN;0;140
pCN;0;141
pCN;0;142
pCN;1;143
pCN;0;144
pCN;0;145
pCN;1;146
pCN;1;147
pCN;1;148
pCN;1;149
pCN;1;150
pCN;0;151
pCN;1;152
pCN;0;153
pCN;0;154
pCN;0;155
pCN;0;156
pCN;1;157
pCN;0;158
pCN;0;159
pCN;1;160
pCN;0;161
pCN;0;162
pCN;0;163
pCN;0;164
pCN;0;165
pCN;0;166
pCN;1;167
pCN;0;168
pCN;1;169
pCN;1;170
pCN;0;171
pCN;0;172
pCN;1;173
pCN;0;174
pCN;1;175
pCN;1;176
pCN;0;177
pCN;0;178
pCN;0;179
pCN;0;180
pCN;0;181
pCN;0;182
pCN;1;183
pCN;0;184
pCN;0;185
pCN;0;186
pCN;0;187
pCN;1;188
pCN;1;189
pCN;0;190
pCN;1;191
pCN;0;192
pCN;0;193
pCN;1;194
pCN;1;195
pCN;1;196
pCN;0;197
pCN;0;198
pCN;1;199
pCN;1;200
