a;c;gamma;iterate
0.0629431010696517;0.2;0.2279211529192759;0
0.06464345773831112;0.19429656275209972;0.2611966157433233;1
0.06668839108181909;0.19886947204914926;0.26250667237898845;2
0.0669544144049243;0.17552453388081812;0.4064590248398008;3
0.07733858010035707;0.19880343187838356;0.3491377782724674;4
0.07423003276287307;0.18030976626867573;0.4891834530129086;5
0.07107905707465287;0.21259656385844522;0.6160761407393787;6
0.07002472923834947;0.20792976883428588;0.7050629355975911;7
0.07637590807109212;0.23344887962276364;0.8084696994453566;8
0.08072083799422086;0.23226747564424333;1.0502086444067946;9
0.08310512635395358;0.27334875523092933;1.1299633750524807;10
0.09213058233736827;0.2615061846985528;1.2573157862796063;11
0.0940013313105225;0.23518129409463734;1.395019590212309;12
0.10189303331207195;0.24995977033334088;1.2866905704279;13
0.10731027356608447;0.2602978309612201;1.007515029429337;14
0.10731027356608447;0.2602978309612201;1.007515029429337;15
0.12750473590186845;0.27682207441734064;0.9588966190680001;16
0.12750473590186845;0.27682207441734064;0.9588966190680001;17
0.1236791596843198;0.2881278786239415;0.9170814927079103;18
0.13821841901860665;0.299994737204486;1.2142058150288138;19
0.15027287016812022;0.3203028554497739;1.3692130057480412;20
0.15027287016812022;0.3203028554497739;1.3692130057480412;21
0.14343600877462256;0.3423346334912366;1.703402058094992;22
0.14244124426417656;0.2878612867466843;1.937720941143946;23
0.14244124426417656;0.2878612867466843;1.937720941143946;24
0.1726302108733836;0.2785947584383621;1.867226412818173;25
0.1726302108733836;0.2785947584383621;1.867226412818173;26
0.1729723476457931;0.2902294810080422;1.9511300843390227;27
0.1729723476457931;0.2902294810080422;1.9511300843390227;28
0.1893560629623206;0.33857635759919746;1.6077158968604233;29
0.1893560629623206;0.33857635759919746;1.6077158968604233;30
0.18613491931897405;0.34875321932946307;1.8650992105571071;31
0.18539435504103913;0.34285108874555736;1.4997797233373786;32
0.18147732921410567;0.26100476617672336;1.8882727197023559;33
0.18147732921410567;0.26100476617672336;1.8882727197023559;34
0.1816834448296742;0.24436277475584006;2.3339872361932104;35
0.1816834448296742;0.24436277475584006;2.3339872361932104;36
0.1698676678090406;0.20180685404676874;2.185386163767307;37
0.1698676678090406;0.20180685404676874;2.185386163767307;38
0.17025274902844934;0.20278594820779608;1.5771177498075635;39
0.17025274902844934;0.20278594820779608;1.5771177498075635;40
0.17025274902844934;0.20278594820779608;1.5771177498075635;41
0.1678322341510139;0.21875669554452465;1.5829242538058148;42
0.1678322341510139;0.21875669554452465;1.5829242538058148;43
0.1678322341510139;0.21875669554452465;1.5829242538058148;44
0.1661647451030001;0.27163899656483015;1.4477952689282687;45
0.1661647451030001;0.27163899656483015;1.4477952689282687;46
0.14651396157393334;0.247277471421279;1.749516222779371;47
0.14651396157393334;0.247277471421279;1.749516222779371;48
0.18133630217813607;0.2089880377595602;2.58501993117821;49
0.18133630217813607;0.2089880377595602;2.58501993117821;50
0.1564109775378121;0.20319863109275224;2.3684593866630785;51
0.1564109775378121;0.20319863109275224;2.3684593866630785;52
0.1876788730638725;0.19065671356173458;1.9696276261054022;53
0.1876788730638725;0.19065671356173458;1.9696276261054022;54
